LIB,Sample,PInumber,ISnum,WASAP,PlantName,Population,DuplicateLIBdecision,FilterMissing,Proportion.Missing,Proportion.Heterozygous,InbreedCoefficent,Kmeans_cluster,Germplasm,BotanicalType,CountryOrigin,Region,lat,lon,Elevation,Continent
IZIG,Ni200_256,NA,NA,Ni200,NA,Gates,NA,NA,0.086821907,0.040927274,0.861393,13,Landrace,Durra-Caudatum,Niger,17.Hawan Dawaki,13.36005556,8.235916667,NA,Africa
IZIH,Ni202_133,NA,NA,Ni202,Kaura Mai Sauri-10% moldy,Gates,NA,NA,0.123742819,0.024805884,1.353166,20,Landrace,Durra-Caudatum,Niger,18.Samiya,13.27002778,8.233194444,NA,Africa
IZII,Ni205_177,NA,NA,Ni205,NA,Gates,NA,NA,0.081800488,0.036983837,1.046213,20,Landrace,Durra-Caudatum,Niger,19.Botsotsoia,13.23283333,8.229277778,NA,Africa
IZIJ,Ni208_162,NA,NA,Ni208,Kaura,Gates,NA,NA,0.11426355,0.020345213,1.204179,13,Landrace,Durra-Caudatum,Niger,19.Botsotsoia,13.22638889,8.229333333,NA,Africa
IZIK,Ni213_188,NA,NA,Ni213,Kaura,Gates,NA,NA,0.111531648,0.019606861,1.255562,13,Landrace,Durra-Caudatum,Niger,22.Jimai,13.30761111,8.074944444,NA,Africa
IZIL,Ni214_254,NA,NA,Ni214,Kaurari,Gates,NA,NA,0.122862735,0.022818473,1.318437,4,Landrace,Durra-Caudatum,Niger,23.Guidan Kwagui,13.32375,8.047166667,NA,Africa
IZIM,Ni217_176,NA,NA,Ni217,Kaurari ** clean grain,Gates,NA,NA,0.117584615,0.020205419,1.109415,8,Landrace,Durra-Caudatum,Niger,25.Guidan Tanko,13.42352778,7.783638889,NA,Africa
IZIN,Ni218_249,NA,NA,Ni218,NA,Gates,NA,NA,0.085805222,0.023658029,0.966537,5,Landrace,Durra-Caudatum,Niger,25.Guidan Tanko,13.42352778,7.783638889,NA,Africa
IZIP,Ni224_310,NA,NA,Ni224,Ja Dawa,Gates,NA,NA,0.111197218,0.020885574,1.309566,20,Landrace,Durra-Caudatum,Niger,27.Tiki Route,13.24772222,7.736416667,NA,Africa
IZIQ,Ni226_217,NA,NA,Ni226,Ja Dawa,Gates,NA,NA,0.108481344,0.018786977,1.085284,8,Landrace,Durra-Caudatum,Niger,28.Tiki Hameau,13.24466667,7.723194444,NA,Africa
IZIR,Ni230_247,NA,NA,Ni230,NA,Gates,NA,NA,0.107379332,0.024539344,1.227852,20,Landrace,Durra-Caudatum,Niger,28.Tiki Hameau,13.24466667,7.723194444,NA,Africa
IZIS,Ni242_262,NA,NA,Ni242,NA,Gates,NA,NA,0.124569549,0.022402798,1.334884,20,Landrace,Durra-Caudatum,Niger,29.Karangui,13.188,7.726222222,NA,Africa
IZIT,Ni271_124,NA,NA,Ni271,NA,Gates,NA,NA,0.116720337,0.026487278,1.343624,20,Landrace,Durra-Caudatum,Niger,33.Gangara,13.07327778,7.17775,NA,Africa
IZIU,Ni289_261,NA,NA,Ni289,Ja Dawa,Gates,NA,NA,0.117329577,0.021385182,1.319089,20,Landrace,Durra-Caudatum,Niger,33.Gangara,13.07327778,7.17775,NA,Africa
IZIW,Ni291_156,NA,NA,Ni291,Ja Dawa-grain relatively clean,Gates,NA,NA,0.071235708,0.021503609,1.059096,9,Landrace,Durra-Caudatum,Niger,34.Karamney,13.02419444,7.046027778,NA,Africa
IZIX,Ni293_172,NA,NA,Ni293,Ja Dawa,Gates,NA,NA,0.126704718,0.023040002,1.339007,20,Landrace,Durra-Caudatum,Niger,34.Karamney,13.02419444,7.046027778,NA,Africa
IZIY,Ni295_302,NA,NA,Ni295,El Dan Mato,Gates,NA,NA,0.108882383,0.021161304,1.33371,20,Landrace,Durra-Caudatum,Niger,35.Mai Dokoki,13.12372222,7.008416667,NA,Africa
IZIZ,Ni297_112,NA,NA,Ni297,Bouhou Banza,Gates,NA,NA,0.123096891,0.02420742,1.392142,20,Landrace,Durra-Caudatum,Niger,35.Mai Dokoki,13.12372222,7.008416667,NA,Africa
IZJA,Ni331_109,NA,NA,Ni331,NA,Gates,NA,NA,0.106204999,0.022585872,1.122786,9,Landrace,NA,Niger,NA,NA,NA,NA,Africa
IZJB,Ni343_155,NA,NA,Ni343,NA,Gates,NA,NA,0.113511747,0.027288432,1.337227,20,Landrace,NA,Niger,NA,NA,NA,NA,Africa
IZJC,Ni344_225,NA,NA,Ni344,NA,Gates,NA,NA,0.094706337,0.024719163,1.10911,9,Landrace,NA,Niger,NA,NA,NA,NA,Africa
IZJD,Ni355_098,NA,NA,Ni355,NA,Gates,NA,NA,0.101191817,0.018242043,1.16289,14,Landrace,NA,Niger,NA,NA,NA,NA,Africa
IZJE,Ni364_210,NA,NA,Ni364,NA,Gates,NA,NA,0.107323289,0.020877848,1.182974,17,Landrace,NA,Niger,NA,NA,NA,NA,Africa
IZJF,Sen023_024,NA,NA,Sn023,Flattie Ba,Gates,NA,NA,0.108066051,0.020273396,1.205383,17,Landrace,Guinea,Senegal,M'Pesoba (Mali),NA,NA,NA,Africa
IZJG,Sen045_012,NA,NA,Sn045,Wan Bassi,Gates,NA,NA,0.107685755,0.020893352,1.038334,19,Landrace,Guinea,Senegal,NA,NA,NA,NA,Africa
IZJH,Sen053_041,NA,NA,Sn053,Diériker Ndélé,Gates,NA,NA,0.108584391,0.020299495,1.184848,17,Landrace,Guinea,Senegal,Fleuve Senegal,15.78616352,-16.5239979,NA,Africa
IZJI,Sen056_080,NA,NA,Sn056,Fellah  Blanc 4,Gates,NA,NA,0.107719863,0.033742786,1.078982,4,Landrace,Guinea,Senegal,Fleuve Senegal,15.78616352,-16.5239979,NA,Africa
IZJJ,Sen057_083,NA,NA,Sn057,SL  179,Gates,NA,NA,0.11172712,0.020115885,1.156123,17,Landrace,Guinea,Senegal,NA,NA,NA,NA,Africa
IZJK,Sen070_027,NA,NA,Sn070,Sarakholé Mbilor,Gates,NA,NA,0.119828708,0.021874823,1.173354,8,Landrace,Guinea,Senegal,Mbilor,16.51667,-15.58333,NA,Africa
IZJL,Sen072_078,NA,NA,Sn072,SL   516,Gates,NA,NA,0.136654602,0.016297653,1.146043,17,Landrace,Guinea,Senegal,NA,NA,NA,NA,Africa
IZJM,Sen089_005,NA,NA,Sn089,57-28,Gates,NA,NA,0.111506884,0.022290939,1.17774,8,Landrace,Guinea-Caudatum,Senegal,Florentus Sourenço Mozambique),NA,NA,NA,Africa
IZJN,Sen091_023,NA,NA,Sn091,56-15,Gates,NA,NA,0.113763762,0.021615544,1.075233,19,Landrace,Guinea,Senegal,Cameroun,NA,NA,NA,Africa
IZJP,Sen113_051,NA,NA,Sn113,SL 291,Gates,NA,NA,0.117658489,0.02245628,1.311377,4,Landrace,Guinea,Senegal,NA,NA,NA,NA,Africa
IZJQ,Tog051_464,NA,NA,Tg051,Adjito,Gates,NA,NA,0.116644411,0.022104272,1.33598,4,Landrace,Guinea,Togo,Pissarè,9.96443,1.11149,NA,Africa
IZJR,Tog064_378,NA,NA,Tg064,NA,Gates,NA,NA,0.111509685,0.022159705,1.302331,4,Landrace,Guinea,Togo,Namon market,9.71572,0.79827,NA,Africa
IZJS,Tog069_376,NA,NA,Tg069,Djeffela blanc,Gates,NA,NA,0.120269735,0.023762556,1.374718,4,Landrace,Guinea,Togo,Kpadéba,9.49146,1.11142,NA,Africa
IZJT,Tog080_343,NA,NA,Tg080,NA,Gates,NA,NA,0.115922335,0.020663177,1.278391,4,Landrace,Guinea,Togo,Tchalo,8.86341,1.11408,NA,Africa
IZJU,Tog112_379,NA,NA,Tg112,NA,Gates,NA,NA,0.114810729,0.022095794,1.27853,4,Landrace,Guinea,Togo,Témédja,7.52635,1.08301,NA,Africa
IZJW,Tog113_403,NA,NA,Tg113,NA,Gates,NA,NA,0.120894504,0.024663938,1.235907,4,Landrace,Guinea,Togo,Témédja,7.52635,1.08301,NA,Africa
IZJX,Tog128_462,NA,NA,Tg128,NA,Gates,NA,NA,0.091382111,0.017164182,1.119004,5,Landrace,Guinea,Togo,NA,NA,NA,NA,Africa
IZJY,Tog129_428,NA,NA,Tg129,NA,Gates,NA,NA,0.11721505,0.023832996,1.392557,4,Landrace,Bicolor-Guinea,Togo,NA,NA,NA,NA,Africa
IZJZ,Tog144_444,NA,NA,Tg144,NA,Gates,NA,NA,0.118213959,0.022546374,1.346042,4,Landrace,Caudatum,Togo,NA,NA,NA,NA,Africa
IZKA,Tog150_314,NA,NA,Tg150,NA,Gates,NA,NA,0.116948254,0.019697673,1.077537,8,Landrace,Guinea,Togo,NA,NA,NA,NA,Africa
IZKB,PI585416,PI585416,IS24830,NA,IS24830,Gates,NA,NA,0.112677474,0.030078824,1.201666,4,"Landrace,Cultivated",Guinea,Nigeria,NA,10.260002,10.340001,NA,Africa
IZKC,PI563289,PI563289,IS9524,NA,IS9524,Gates,NA,NA,0.08708629,0.069993243,1.024235,3,"Landrace,Cultivated",Kafir-Durra,South Africa,NA,-25.746111,28.188056,NA,Africa
IZKD,PI563343,PI563343,IS10139,NA,IS10139,Gates,NA,NA,0.10916834,0.020273766,1.193287,17,"Landrace,Cultivated",Guinea-Durra,Burkina Faso,NA,13.579999,-2.417089,NA,Africa
IZKE,PI563359,PI563359,IS10186,NA,IS10186,Gates,NA,NA,0.10701304,0.01959758,1.191882,17,"Landrace,Cultivated",Caudatum,Burkina Faso,NA,10.329999,-3.18,NA,Africa
IZKF,PI563366,PI563366,IS10195,NA,IS10195,Gates,NA,NA,0.110419404,0.020694086,1.19621,17,"Landrace,Cultivated",Guinea,Burkina Faso,NA,11.14,-3.059999,NA,Africa
IZKG,PI563485,PI563485,IS12367,NA,IS12367,Gates,NA,NA,0.093621685,0.017587897,1.262617,8,"Landrace,Cultivated",Kafir-Durra,Senegal,NA,15.289999,-16.209999,NA,Africa
IZKH,PI570130,PI570130,IS22908,NA,IS22908,Gates,NA,NA,0.117740987,0.021292845,1.268287,13,"Landrace,Cultivated",Durra,Sudan,NA,12.119999,27.440001,NA,Africa
IZKI,PI570278,PI570278,IS23058,NA,IS23058,Gates,NA,NA,0.100625171,0.036423915,0.865646,19,"Landrace,Cultivated",Durra-Caudatum,Sudan,NA,12.300001,24.17,NA,Africa
IZKJ,PI513807,PI513807,NA,NA,Bogoba,Gates,NA,NA,0.122145096,0.020633478,1.188048,13,Cultivar,Caudatum-Bicolor,Niger,NA,13.84295,4.050269,NA,Africa
IZKK,PI563361,PI563361,NA,NA,GOAURI,Gates,NA,NA,0.11508515,0.022005125,1.313339,4,Cultivar,Guinea-Kafir,Burkina Faso,NA,11.19999981,-4.300000191,NA,Africa
IZKL,PI571157,PI571157,NA,NA,BHANA 2,Gates,NA,NA,0.096891587,0.016785249,1.037703,5,NA,Caudatum,Sudan,NA,NA,NA,NA,Africa
IZKM,PI585587,PI585587,NA,NA,KIBUMBURI,Gates,NA,NA,0.102288088,0.018793284,1.194968,1,Cultivar,Caudatum,Rwanda,NA,-2.059999,29.360001,NA,Africa
IZKN,PI585681,PI585681,NA,NA,MANGANIE,Gates,NA,NA,0.127068431,0.020663095,1.271904,13,Cultivar,Durra,Mali,NA,15.26000023,-8.479999542,NA,Africa
IZKP,PI330885,PI330885,IS12169,NA,IS12169,Gates,keep,NA,0.127458961,0.02457948,1.543238,11,Landrace,NA,Ethiopia,NA,12.029999,39.029998,NA,Africa
IZKQ,PI527141,PI527141,NA,NA,AMM 1240,Gates,NA,NA,0.094271578,0.016853528,1.199332,16,Landrace,NA,Zimbabwe,NA,-20.2,32.6,1500,Africa
IZKR,PI609159,PI609159,NA,NA,EME NA,Gates,keep,NA,0.108676096,0.022433352,1.190974,17,Cultivar,Guinea,Mali,NA,NA,NA,NA,Africa
IZKS,PI643580,PI643580,IS2221,NA,IS2221,Gates,NA,NA,0.080796366,0.015859049,1.142848,16,Breeding,NA,United States,Nebraska,40.808889,-96.680278,NA,Americas
IZKT,PI646459,PI646459,IS33423,NA,IS33423,Gates,NA,NA,0.095674965,0.016941961,1.048931,5,Landrace,NA,Kenya,NA,NA,NA,NA,Africa
IZKU,AGG324572SORG,AGG324572SORG,IS29496,NA,NA,Gates,NA,NA,0.082211538,0.01453391,1.166218,16,Landrace,NA,Lesotho,NA,-30.260001,27.879999,2180,Africa
IZKW,AGG324587SORG,AGG324587SORG,IS29310,NA,NA,Gates,NA,NA,0.081040034,0.013950578,1.182477,16,Landrace,NA,Eswatini,NA,-26.030001,31.850003,500,Africa
IZKX,AGG324663SORG,AGG324663SORG,IS18813,NA,S. virgatum,Gates,NA,NA,0.135042459,0.029790602,1.523481,12,Wild,NA,Egypt,NA,NA,NA,NA,Africa
IZKY,SSM205,NA,NA,NA,NA,Gates,NA,NA,0.105786435,0.020804939,1.202388,17,NA,NA,France,NA,NA,NA,NA,Europe
IZKZ,PI569875,PI569875,IS22429,NA,IS22429,Gates,NA,NA,0.105716221,0.018827868,1.027571,5,"Landrace,Cultivated",Caudatum,Sudan,NA,10.710003,33.479999,NA,Africa
IZLA,PI514319,PI514319,NA,NA,Nieniko,Gates,NA,NA,0.103088891,0.023617507,1.132172,17,Cultivar,Guinea,Senegal,NA,14.16,-16.03,NA,Africa
IZLB,PI513809,PI513809,NA,NA,Bogoba,Gates,remove,NA,0.126730119,0.020253233,1.151173,13,Cultivar,Caudatum-Bicolor,Niger,NA,14.02999973,4.210000038,NA,Africa
IZLC,PI282842,PI282842,NA,NA,Kell,Gates,NA,NA,0.164197461,0.022089474,1.045524,19,NA,Durra-Caudatum,Chad,NA,8.88,17.549999,NA,Africa
IZLD,V31_Doua-G,NA,NA,NA,NA,Gates,NA,NA,0.104099863,0.020710584,1.181406,17,NA,NA,NA,NA,NA,NA,NA,NA
IZLE,PI651104,PI651104,IS6718,NA,IS6718,Gates,NA,NA,0.119392091,0.022712009,1.359959,4,Landrace,NA,Burkina Faso,NA,11.116667,-4.416667,NA,Africa
IZLF,PI585438,PI585438,IS24939,NA,IS24939,Gates,remove,NA,0.109807113,0.021657812,1.206928,1,"Landrace,Cultivated",Caudatum,Zambia,NA,NA,NA,NA,Africa
IZLG,Mal158_488,NA,NA,Ma158,M93,Gates,NA,NA,0.113581961,0.022606937,1.229318,17,Landrace,Bicolor,Mali,NA,NA,NA,NA,Africa
IZLH,PI514587,PI514587,NA,NA,Bassi Wende,Gates,NA,NA,0.10133108,0.023045101,1.177419,17,Cultivar,NA,Senegal,NA,NA,NA,NA,Africa
IZLI,PI526792,PI526792,NA,NA,AMM 504,Gates,keep,NA,0.079208459,0.014625856,1.180461,16,Landrace,Kafir-Caudatum,Zimbabwe,NA,-20.91666667,28.5,1200,Africa
IZLJ,AGG324639SORG,AGG324639SORG,IS23166,NA,NA,Gates,keep,NA,0.126418649,0.021651297,1.21477,5,Wild,NA,Tanzania,NA,-6.170001,35.729999,NA,Africa
IZLK,PI585989,PI585989,IS26423,NA,IS26423,Gates,NA,NA,0.114514733,0.021442468,1.32613,4,"Landrace,Cultivated",Guinea,Benin,NA,8.433333,2.583333,NA,Africa
IZLL,PI609882,PI609882,NA,NA,SP3,Gates,keep,NA,0.111569999,0.021749885,1.231802,17,NA,Guinea,Mali,NA,NA,NA,NA,Africa
IZLM,Acc220253,NA,NA,NA,NA,Gates,NA,NA,0.134804226,0.025249818,1.301333,18,NA,NA,NA,NA,NA,NA,NA,NA
IZLN,Acc220254,NA,NA,NA,NA,Gates,NA,NA,0.101871853,0.053097703,0.701684,18,NA,NA,NA,NA,NA,NA,NA,NA
IZLP,Acc220255,NA,NA,NA,NA,Gates,NA,NA,0.13709341,0.026483604,1.292708,18,NA,NA,NA,NA,NA,NA,NA,NA
IZLQ,Acc220256,NA,NA,NA,NA,Gates,NA,NA,0.132137519,0.025981338,1.329943,18,NA,NA,NA,NA,NA,NA,NA,NA
IZLR,Acc220257,NA,NA,NA,NA,Gates,NA,NA,0.128100118,0.026181844,1.311957,18,NA,NA,NA,NA,NA,NA,NA,NA
IZLS,Acc220259,NA,NA,NA,NA,Gates,NA,NA,0.129392777,0.024934058,1.275312,18,NA,NA,NA,NA,NA,NA,NA,NA
IZLT,Acc220260,NA,NA,NA,NA,Gates,NA,NA,0.263743886,0.017032154,0.987135,18,NA,NA,NA,NA,NA,NA,NA,NA
IZLU,Acc220261,NA,NA,NA,NA,Gates,NA,NA,0.128136806,0.024356641,1.265487,18,NA,NA,NA,NA,NA,NA,NA,NA
IZLW,Acc220262,NA,NA,NA,NA,Gates,NA,NA,0.125380168,0.02396012,1.271973,18,NA,NA,NA,NA,NA,NA,NA,NA
IZLX,Acc220263,NA,NA,NA,NA,Gates,NA,NA,0.12694711,0.022633229,1.167019,18,NA,NA,NA,NA,NA,NA,NA,NA
IZLY,Acc220264,NA,NA,NA,NA,Gates,NA,NA,0.145085961,0.02596845,1.25597,18,NA,NA,NA,NA,NA,NA,NA,NA
IZLZ,Acc220265,NA,NA,NA,NA,Gates,NA,NA,0.129951021,0.023613329,1.235929,18,NA,NA,NA,NA,NA,NA,NA,NA
IZMA,Acc220266,NA,NA,NA,NA,Gates,NA,NA,0.129786773,0.031260084,1.2904,18,NA,NA,NA,NA,NA,NA,NA,NA
IZMB,Acc220267,NA,NA,NA,NA,Gates,NA,NA,0.134963066,0.027792316,1.285611,18,NA,NA,NA,NA,NA,NA,NA,NA
IZMC,Acc220268,NA,NA,NA,NA,Gates,NA,NA,0.121417197,0.034583147,1.127717,18,NA,NA,NA,NA,NA,NA,NA,NA
IZMD,Acc220269,NA,NA,NA,NA,Gates,NA,NA,0.191658099,0.029590036,1.102657,18,NA,NA,NA,NA,NA,NA,NA,NA
IZME,Acc220270,NA,NA,NA,NA,Gates,NA,NA,0.128122358,0.024631483,1.276672,18,NA,NA,NA,NA,NA,NA,NA,NA
IZMF,Acc220272,NA,NA,NA,NA,Gates,NA,NA,0.132917884,0.025952847,1.305083,18,NA,NA,NA,NA,NA,NA,NA,NA
IZMG,Acc220273,NA,NA,NA,NA,Gates,NA,NA,0.137397253,0.021573976,1.227297,18,NA,NA,NA,NA,NA,NA,NA,NA
IZMH,Acc220274,NA,NA,NA,NA,Gates,NA,NA,0.130392602,0.025036166,1.269654,18,NA,NA,NA,NA,NA,NA,NA,NA
IZMI,Acc220275,NA,NA,NA,NA,Gates,NA,NA,0.128981866,0.023679509,1.192221,18,NA,NA,NA,NA,NA,NA,NA,NA
IZMJ,Acc220276,NA,NA,NA,NA,Gates,NA,NA,0.12850687,0.021987707,1.195292,18,NA,NA,NA,NA,NA,NA,NA,NA
IZMK,Acc220277,NA,NA,NA,NA,Gates,NA,NA,0.12397631,0.025695639,1.161765,18,NA,NA,NA,NA,NA,NA,NA,NA
IZML,Acc220278,NA,NA,NA,NA,Gates,NA,NA,0.130991332,0.024529221,1.319459,18,NA,NA,NA,NA,NA,NA,NA,NA
IZMM,Acc220279,NA,NA,NA,NA,Gates,NA,NA,0.135647123,0.02578869,1.295543,18,NA,NA,NA,NA,NA,NA,NA,NA
IZMN,Acc220281,NA,NA,NA,NA,Gates,NA,NA,0.127366507,0.024445633,1.186181,18,NA,NA,NA,NA,NA,NA,NA,NA
IZMP,Acc222285,NA,NA,NA,NA,Gates,NA,NA,0.086356062,0.017891924,0.990165,14,NA,NA,NA,NA,NA,NA,NA,NA
IZMQ,Acc222881,NA,NA,NA,NA,Gates,NA,NA,0.08555781,0.022131431,0.95523,14,NA,NA,NA,NA,NA,NA,NA,NA
IZMR,Acc222882,NA,NA,NA,NA,Gates,NA,NA,0.083947941,0.015221354,1.001846,14,NA,NA,NA,NA,NA,NA,NA,NA
IZMS,Acc222888,NA,NA,NA,NA,Gates,NA,NA,0.09723295,0.018510411,1.050006,14,NA,NA,NA,NA,NA,NA,NA,NA
IZMT,Acc223589,NA,NA,NA,NA,Gates,NA,NA,0.109419219,0.023527999,1.300269,1,NA,NA,NA,NA,NA,NA,NA,NA
IZMU,Acc225837,NA,NA,NA,NA,Gates,NA,NA,0.131520542,0.023347719,1.172558,18,NA,NA,NA,NA,NA,NA,NA,NA
IZMW,Acc226049,NA,NA,NA,NA,Gates,NA,remove,0.881927134,0.0152088,0.142119,NA,NA,NA,NA,NA,NA,NA,NA,NA
IZMX,Acc226067,NA,NA,NA,NA,Gates,NA,NA,0.126740351,0.022213687,1.158925,5,NA,NA,NA,NA,NA,NA,NA,NA
IZMY,Acc226068-1,NA,NA,NA,NA,Gates,NA,NA,0.123339395,0.030953032,1.164028,18,NA,NA,NA,NA,NA,NA,NA,NA
IZMZ,Acc226069,NA,NA,NA,NA,Gates,NA,NA,0.24743819,0.029819028,1.241694,11,NA,NA,NA,NA,NA,NA,NA,NA
IZNA,B-35,PI568429,NA,NA,SU 2790,Gates,NA,NA,0.107903218,0.019211853,1.195853,18,Cultivar,Caudatum,Sudan,NA,NA,NA,NA,Africa
IZNB,Merewey,NA,NA,NA,NA,Gates,NA,NA,0.122217445,0.027613791,1.10404,18,NA,NA,NA,NA,NA,NA,NA,NA
IZNC,Acc226088,NA,NA,NA,NA,Gates,NA,remove,0.534554817,0.016124274,0.499771,NA,NA,NA,NA,NA,NA,NA,NA,NA
IZND,Acc227085,NA,NA,NA,NA,Gates,NA,NA,0.122081288,0.026318656,1.175211,18,NA,NA,NA,NA,NA,NA,NA,NA
IZNE,Acc227086,NA,NA,NA,NA,Gates,NA,NA,0.104082809,0.059376047,0.926281,18,NA,NA,NA,NA,NA,NA,NA,NA
IZNF,Acc227090,NA,NA,NA,NA,Gates,NA,NA,0.125932616,0.031289693,1.120043,18,NA,NA,NA,NA,NA,NA,NA,NA
IZNG,Acc227091,NA,NA,NA,NA,Gates,NA,NA,0.122019033,0.026160573,1.163467,18,NA,NA,NA,NA,NA,NA,NA,NA
IZNH,Acc227092,NA,NA,NA,NA,Gates,NA,NA,0.122777075,0.027162827,1.107306,18,NA,NA,NA,NA,NA,NA,NA,NA
IZNI,Acc229831,NA,NA,NA,NA,Gates,NA,NA,0.104102914,0.021065559,1.046449,5,NA,NA,NA,NA,NA,NA,NA,NA
IZNJ,Acc229843,NA,NA,NA,NA,Gates,NA,NA,0.119952414,0.027928595,1.153779,18,NA,NA,NA,NA,NA,NA,NA,NA
IZNK,Acc229844,NA,NA,NA,NA,Gates,NA,NA,0.113497771,0.023905448,1.07978,18,NA,NA,NA,NA,NA,NA,NA,NA
IZNL,Acc230065,NA,NA,NA,NA,Gates,NA,NA,0.114793064,0.022592099,1.248226,6,NA,NA,NA,NA,NA,NA,NA,NA
IZNM,Acc231229,NA,NA,NA,NA,Gates,NA,NA,0.138892733,0.021622618,1.124241,18,NA,NA,NA,NA,NA,NA,NA,NA
IZNN,Acc231230,NA,NA,NA,NA,Gates,NA,NA,0.143961183,0.024284696,1.084957,18,NA,NA,NA,NA,NA,NA,NA,NA
IZNP,Acc234066,NA,NA,NA,NA,Gates,NA,NA,0.122876933,0.025741933,1.087259,18,NA,NA,NA,NA,NA,NA,NA,NA
IZNQ,Acc234070,NA,NA,NA,NA,Gates,NA,NA,0.107310089,0.054301558,0.964062,18,NA,NA,NA,NA,NA,NA,NA,NA
IZNR,Acc234074,NA,NA,NA,NA,Gates,NA,NA,0.118292714,0.025372621,1.13435,18,NA,NA,NA,NA,NA,NA,NA,NA
IZNS,Acc234079,NA,NA,NA,NA,Gates,NA,NA,0.155645085,0.044112698,1.292672,11,NA,NA,NA,NA,NA,NA,NA,NA
IZNT,Acc234087,NA,NA,NA,NA,Gates,NA,NA,0.125431303,0.031886855,1.283957,18,NA,NA,NA,NA,NA,NA,NA,NA
IZNU,Acc234089,NA,NA,NA,NA,Gates,NA,NA,0.132062175,0.024069532,1.139826,18,NA,NA,NA,NA,NA,NA,NA,NA
IZNW,Acc234092,NA,NA,NA,NA,Gates,NA,NA,0.11617313,0.018941817,1.092814,5,NA,NA,NA,NA,NA,NA,NA,NA
IZNY,Acc234101,NA,NA,NA,NA,Gates,NA,NA,0.128167587,0.025433507,1.24472,18,NA,NA,NA,NA,NA,NA,NA,NA
IZNZ,Acc234102,NA,NA,NA,NA,Gates,NA,NA,0.126314188,0.025596811,1.180368,18,NA,NA,NA,NA,NA,NA,NA,NA
IZPA,Acc234103,NA,NA,NA,NA,Gates,NA,NA,0.120260917,0.038703708,0.995593,18,NA,NA,NA,NA,NA,NA,NA,NA
IZPB,Acc234104,NA,NA,NA,NA,Gates,NA,NA,0.127392324,0.025162558,1.180314,18,NA,NA,NA,NA,NA,NA,NA,NA
IZPC,Acc234105,NA,NA,NA,NA,Gates,NA,NA,0.169846532,0.038199774,1.211896,11,NA,NA,NA,NA,NA,NA,NA,NA
IZPD,Acc234106,NA,NA,NA,NA,Gates,NA,NA,0.10494961,0.052100396,0.784318,18,NA,NA,NA,NA,NA,NA,NA,NA
IZPE,Acc234110,NA,NA,NA,NA,Gates,NA,NA,0.128691028,0.02420861,1.29373,18,NA,NA,NA,NA,NA,NA,NA,NA
IZPF,Acc234111,NA,NA,NA,NA,Gates,NA,NA,0.12726798,0.031522623,1.31556,18,NA,NA,NA,NA,NA,NA,NA,NA
IZPG,Acc234112,NA,NA,NA,NA,Gates,NA,NA,0.127289277,0.024774948,1.184282,18,NA,NA,NA,NA,NA,NA,NA,NA
IZPH,Acc234113,NA,NA,NA,NA,Gates,NA,NA,0.119547992,0.024646282,1.110191,18,NA,NA,NA,NA,NA,NA,NA,NA
IZPI,Acc234115,NA,NA,NA,NA,Gates,NA,NA,0.106914957,0.018376362,1.050422,5,NA,NA,NA,NA,NA,NA,NA,NA
IZPJ,Malt-sorghum,NA,NA,NA,NA,Gates,NA,NA,0.075955667,0.01288709,1.008802,14,NA,NA,NA,NA,NA,NA,NA,NA
IZPK,Wedi-Aker,NA,NA,NA,NA,Gates,NA,NA,0.099523936,0.021130956,1.11874,5,NA,NA,NA,NA,NA,NA,NA,NA
IZPL,Acc235790,NA,NA,NA,NA,Gates,NA,NA,0.132889543,0.020246791,0.998098,5,NA,NA,NA,NA,NA,NA,NA,NA
IZPM,Acc235791,NA,NA,NA,NA,Gates,NA,NA,0.114561154,0.02249492,1.194025,6,NA,NA,NA,NA,NA,NA,NA,NA
IZPN,Acc235792,NA,NA,NA,NA,Gates,NA,NA,0.104148447,0.018959905,1.030842,5,NA,NA,NA,NA,NA,NA,NA,NA
IZPP,Wanze,NA,NA,NA,NA,Gates,NA,NA,0.127879494,0.025515757,1.095296,18,NA,NA,NA,NA,NA,NA,NA,NA
IZPQ,Acc235794,NA,NA,NA,NA,Gates,NA,NA,0.115430035,0.021876866,1.177813,6,NA,NA,NA,NA,NA,NA,NA,NA
IZPR,Kem-Kem,NA,NA,NA,NA,Gates,NA,NA,0.127586022,0.032232994,1.099885,18,NA,NA,NA,NA,NA,NA,NA,NA
IZPS,Acc235798,NA,NA,NA,NA,Gates,NA,NA,0.110245838,0.017658139,1.02627,6,NA,NA,NA,NA,NA,NA,NA,NA
IZPT,Acc235801,NA,NA,NA,NA,Gates,NA,NA,0.113204714,0.024492876,1.173605,6,NA,NA,NA,NA,NA,NA,NA,NA
IZPU,Acc235803,NA,NA,NA,NA,Gates,NA,NA,0.140347727,0.021604474,1.184629,6,NA,NA,NA,NA,NA,NA,NA,NA
IZPW,Acc235804,NA,NA,NA,NA,Gates,NA,NA,0.205208655,0.022375523,1.102944,6,NA,NA,NA,NA,NA,NA,NA,NA
IZPX,PI276816,PI276816,IS12646,NA,IS12646,GatesRef,keep,NA,0.138144397,0.024054997,1.638932,11,Landrace,Durra,Ethiopia,NA,9.579999,41.860001,NA,Africa
IZPY,PI656023,PI656023,NA,NA,Segaolane,GatesRef,keep,NA,0.078044997,0.011915871,1.127171,16,NA,NA,NA,NA,NA,NA,NA,NA
